campaign_name,start_date,end_date,budget,roi,type,target_audience,channel,conversion_rate,revenue,duration_days,budget_cat,revenue_cat,roi_cat
Cross-group radical definition,2023-04-24 00:00:00+00:00,2024-04-01 00:00:00+00:00,428781.0,-0.4484431446356065,webinar,B2C,organic,0.66,236497.1,343.0,Muy Alto,Muy Alto,Pérdida
Automated client-server contingency,2022-11-30 00:00:00+00:00,2023-12-20 00:00:00+00:00,2748374.0,-0.9495491479689445,social media,B2B,organic,0.38,138657.81,385.0,Muy Alto,Alto,Pérdida
Enterprise-wide tangible secured line,2023-07-04 00:00:00+00:00,2024-05-30 00:00:00+00:00,3299361.0,-0.9954490248263224,email,B2B,promotion,0.9,15015.31,331.0,Muy Alto,Bajo,Pérdida
Open-architected transitional framework,2022-10-02 00:00:00+00:00,2023-12-15 00:00:00+00:00,25681.0,6.375256025855691,podcast,B2C,organic,0.26,189403.95,439.0,Bajo,Alto,Alto
Networked motivating Graphic Interface,2022-08-06 00:00:00+00:00,2024-04-23 00:00:00+00:00,968982.0,-0.41133713526154253,podcast,B2C,referral,0.31,570403.72,626.0,Muy Alto,Muy Alto,Pérdida
Balanced impactful collaboration,2022-09-07 00:00:00+00:00,2024-03-24 00:00:00+00:00,4806829.0,-0.8440484756166695,social media,B2C,organic,0.13,749632.31,564.0,Muy Alto,Muy Alto,Pérdida
Phased clear-thinking matrix,2022-12-28 00:00:00+00:00,2024-06-24 00:00:00+00:00,4157275.0,-0.8206694745957388,webinar,B2B,paid,0.4,745526.31,544.0,Muy Alto,Muy Alto,Pérdida
Multi-channeled hybrid workforce,2022-12-27 00:00:00+00:00,2023-09-12 00:00:00+00:00,5499851.0,-0.9402932533990467,email,B2B,promotion,0.44,328378.21,259.0,Muy Alto,Muy Alto,Pérdida
Up-sized dedicated workforce,2022-09-13 00:00:00+00:00,2024-05-21 00:00:00+00:00,2604399.0,-0.6196658806887885,email,B2C,organic,0.25,990541.8,616.0,Muy Alto,Muy Alto,Pérdida
Focused tangible array,2022-12-20 00:00:00+00:00,2024-03-10 00:00:00+00:00,2463317.0,-0.8063203111901553,podcast,B2B,referral,0.45,477094.47,446.0,Muy Alto,Muy Alto,Pérdida
Organized heuristic customer loyalty,2022-08-14 00:00:00+00:00,2023-08-07 00:00:00+00:00,568448.0,-0.6248850378574646,email,B2B,referral,0.45,213233.35,358.0,Muy Alto,Muy Alto,Pérdida
Implemented radical array,2022-08-09 00:00:00+00:00,2024-02-11 00:00:00+00:00,5019271.0,-0.8845774316628848,email,B2B,organic,0.13,579337.15,551.0,Muy Alto,Muy Alto,Pérdida
Reactive even-keeled hardware,2023-04-20 00:00:00+00:00,2024-06-24 00:00:00+00:00,8658556.0,-0.9603233079511179,email,B2B,organic,0.94,343542.86,431.0,Muy Alto,Muy Alto,Pérdida
Implemented logistical architecture,2023-07-20 00:00:00+00:00,2024-04-06 00:00:00+00:00,1538679.0,-0.36729993065480193,webinar,B2B,organic,0.98,973522.31,261.0,Muy Alto,Muy Alto,Pérdida
Team-oriented intermediate matrices,2023-05-31 00:00:00+00:00,2024-01-04 00:00:00+00:00,5609887.0,-0.8763002837668566,webinar,B2C,organic,0.53,693941.43,218.0,Muy Alto,Muy Alto,Pérdida
Operative optimizing firmware,2023-04-06 00:00:00+00:00,2024-06-20 00:00:00+00:00,8642737.0,-0.9288019559081805,webinar,B2B,organic,0.69,615345.97,441.0,Muy Alto,Muy Alto,Pérdida
Cloned system-worthy project,2023-05-11 00:00:00+00:00,2023-11-30 00:00:00+00:00,1221482.0,-0.5468230149932622,email,B2B,organic,0.46,553547.53,203.0,Muy Alto,Muy Alto,Pérdida
Versatile regional capability,2022-09-26 00:00:00+00:00,2023-09-19 00:00:00+00:00,8308832.0,-0.9320506311837814,email,B2C,paid,0.8,564579.89,358.0,Muy Alto,Muy Alto,Pérdida
De-engineered static standardization,2022-11-22 00:00:00+00:00,2023-10-21 00:00:00+00:00,801765.0,-0.9698183258186626,email,B2C,promotion,0.11,24198.61,333.0,Muy Alto,Bajo,Pérdida
Total bi-directional attitude,2023-04-25 00:00:00+00:00,2024-06-12 00:00:00+00:00,1144168.0,-0.2736994130232623,podcast,B2B,promotion,0.39,831009.89,414.0,Muy Alto,Muy Alto,Pérdida
Progressive non-volatile service-desk,2022-09-20 00:00:00+00:00,2024-06-10 00:00:00+00:00,4836523.0,-0.9296689501941787,webinar,B2C,organic,0.67,340157.74,629.0,Muy Alto,Muy Alto,Pérdida
Business-focused needs-based synergy,2023-06-20 00:00:00+00:00,2023-09-12 00:00:00+00:00,8618278.0,-0.9116237942196805,webinar,B2B,promotion,0.12,761650.71,84.0,Muy Alto,Muy Alto,Pérdida
Optional holistic Graphical User Interface,2023-04-15 00:00:00+00:00,2024-06-10 00:00:00+00:00,8793787.0,-0.978799875412038,social media,B2B,promotion,0.96,186429.38,422.0,Muy Alto,Alto,Pérdida
Grass-roots bottom-line strategy,2023-04-23 00:00:00+00:00,2023-08-09 00:00:00+00:00,1393294.0,-0.47076367227591587,webinar,B2C,promotion,0.21,737381.8,108.0,Muy Alto,Muy Alto,Pérdida
Quality-focused fault-tolerant secured line,2023-02-01 00:00:00+00:00,2023-08-02 00:00:00+00:00,83243.0,9.523329048688778,webinar,B2C,promotion,0.76,875993.48,182.0,Medio,Muy Alto,Alto
Secured solution-oriented application,2022-09-12 00:00:00+00:00,2024-02-22 00:00:00+00:00,1021693.0,-0.41496477904810936,social media,B2B,organic,0.12,597726.39,528.0,Muy Alto,Muy Alto,Pérdida
Multi-tiered executive task-force,2023-02-18 00:00:00+00:00,2024-03-24 00:00:00+00:00,7359813.0,-0.9309066072738532,email,B2C,promotion,0.45,508514.45,400.0,Muy Alto,Muy Alto,Pérdida
Focused empowering superstructure,2023-02-05 00:00:00+00:00,2024-05-26 00:00:00+00:00,3910333.0,-0.8713175425213148,webinar,B2C,promotion,0.55,503191.26,476.0,Muy Alto,Muy Alto,Pérdida
Reverse-engineered motivating algorithm,2023-01-28 00:00:00+00:00,2024-03-23 00:00:00+00:00,583399.0,-0.6883359416111443,webinar,B2C,promotion,0.65,181824.5,420.0,Muy Alto,Alto,Pérdida
Configurable attitude-oriented throughput,2023-01-14 00:00:00+00:00,2024-07-17 00:00:00+00:00,6089996.0,-0.9159413569401359,podcast,B2C,promotion,0.3,511916.8,550.0,Muy Alto,Muy Alto,Pérdida
Expanded neutral extranet,2023-06-16 00:00:00+00:00,2023-12-07 00:00:00+00:00,4059683.0,-0.8043159675275138,podcast,B2B,promotion,0.22,794415.14,174.0,Muy Alto,Muy Alto,Pérdida
Reduced attitude-oriented task-force,2022-12-03 00:00:00+00:00,2023-12-24 00:00:00+00:00,2533754.0,-0.775413260324404,social media,B2C,promotion,0.17,569047.55,386.0,Muy Alto,Muy Alto,Pérdida
Focused logistical projection,2022-09-15 00:00:00+00:00,2023-10-18 00:00:00+00:00,9306434.0,-0.9157967154766261,webinar,B2C,promotion,0.6,783632.31,398.0,Muy Alto,Muy Alto,Pérdida
Proactive asymmetric time-frame,2023-01-15 00:00:00+00:00,2024-03-24 00:00:00+00:00,7560964.0,-0.923370571530297,webinar,B2C,promotion,0.84,579392.35,434.0,Muy Alto,Muy Alto,Pérdida
Inverse systematic productivity,2023-05-08 00:00:00+00:00,2024-07-20 00:00:00+00:00,2193998.0,-0.9762796866724583,email,B2C,promotion,0.55,52042.32,439.0,Muy Alto,Medio,Pérdida
Optional coherent moratorium,2022-09-17 00:00:00+00:00,2023-11-24 00:00:00+00:00,8903676.0,-0.8969992922024567,podcast,B2B,organic,0.44,917084.93,433.0,Muy Alto,Muy Alto,Pérdida
Expanded upward-trending conglomeration,2023-02-04 00:00:00+00:00,2024-06-01 00:00:00+00:00,311267.0,1.8912035005316978,podcast,B2C,organic,0.37,899936.24,483.0,Muy Alto,Muy Alto,Medio
Compatible clear-thinking array,2022-08-17 00:00:00+00:00,2024-04-21 00:00:00+00:00,5182562.0,-0.8280491926579943,webinar,B2B,promotion,0.49,891145.72,613.0,Muy Alto,Muy Alto,Pérdida
Universal 4thgeneration framework,2023-04-25 00:00:00+00:00,2023-12-22 00:00:00+00:00,715169.0,0.19838245225953582,email,B2C,organic,0.72,857045.98,241.0,Muy Alto,Muy Alto,Bajo
Persevering motivating benchmark,2023-07-02 00:00:00+00:00,2023-09-18 00:00:00+00:00,9573511.0,-0.9614453610592812,social media,B2C,promotion,0.24,369103.26,78.0,Muy Alto,Muy Alto,Pérdida
Object-based content-based ability,2022-10-12 00:00:00+00:00,2023-12-20 00:00:00+00:00,2626229.0,-0.8416394381449599,webinar,B2C,organic,0.77,415891.1,434.0,Muy Alto,Muy Alto,Pérdida
Innovative logistical interface,2023-03-05 00:00:00+00:00,2023-10-25 00:00:00+00:00,9957939.0,-0.9238676356623595,social media,B2C,organic,0.28,758121.44,234.0,Muy Alto,Muy Alto,Pérdida
De-engineered impactful policy,2022-09-04 00:00:00+00:00,2024-06-11 00:00:00+00:00,3596537.0,-0.8403059248382542,podcast,B2C,paid,0.77,574345.65,646.0,Muy Alto,Muy Alto,Pérdida
Integrated contextually-based parallelism,2022-08-19 00:00:00+00:00,2024-06-02 00:00:00+00:00,4720138.0,-0.9147050891308687,webinar,B2C,organic,0.67,402603.75,653.0,Muy Alto,Muy Alto,Pérdida
Innovative mission-critical firmware,2023-04-10 00:00:00+00:00,2023-09-10 00:00:00+00:00,664012.0,-0.3684175285988807,email,B2C,promotion,0.91,419378.34,153.0,Muy Alto,Muy Alto,Pérdida
Advanced clear-thinking Graphical User Interface,2023-01-21 00:00:00+00:00,2024-05-19 00:00:00+00:00,6953311.0,-0.8861968478038735,webinar,B2C,promotion,0.59,791308.71,484.0,Muy Alto,Muy Alto,Pérdida
Reactive tangible access,2022-09-09 00:00:00+00:00,2024-05-14 00:00:00+00:00,7332831.0,-0.9795934803352212,webinar,B2B,organic,0.92,149637.56,613.0,Muy Alto,Alto,Pérdida
Versatile systemic challenge,2023-02-02 00:00:00+00:00,2023-12-28 00:00:00+00:00,500368.0,0.15584761615451034,social media,B2B,promotion,0.45,578349.16,329.0,Muy Alto,Muy Alto,Bajo
Switchable value-added portal,2022-09-10 00:00:00+00:00,2023-09-16 00:00:00+00:00,2455569.0,-0.7791662543386074,email,B2B,referral,0.19,542272.5,371.0,Muy Alto,Muy Alto,Pérdida
Up-sized well-modulated support,2022-09-11 00:00:00+00:00,2024-06-06 00:00:00+00:00,8379328.0,-0.8893078549974414,webinar,B2C,paid,0.97,927525.79,634.0,Muy Alto,Muy Alto,Pérdida
Secured asymmetric focus group,2023-03-17 00:00:00+00:00,2023-10-05 00:00:00+00:00,2049232.0,-0.8569183284274303,social media,B2C,paid,0.43,293207.54,202.0,Muy Alto,Muy Alto,Pérdida
Down-sized 6thgeneration methodology,2023-05-26 00:00:00+00:00,2023-12-14 00:00:00+00:00,8405789.0,-0.9316073006353122,podcast,B2B,paid,0.69,574894.6,202.0,Muy Alto,Muy Alto,Pérdida
Upgradable next generation knowledge user,2023-02-14 00:00:00+00:00,2023-09-01 00:00:00+00:00,440217.0,-0.39017257398055954,webinar,B2B,promotion,0.71,268456.4,199.0,Muy Alto,Muy Alto,Pérdida
Reverse-engineered regional data-warehouse,2022-11-10 00:00:00+00:00,2024-05-06 00:00:00+00:00,7263375.0,-0.9936646200974065,email,B2C,referral,0.19,46016.24,543.0,Muy Alto,Bajo,Pérdida
Implemented 4thgeneration open system,2022-12-30 00:00:00+00:00,2024-05-12 00:00:00+00:00,421036.0,0.8743598884655943,webinar,B2C,organic,0.84,789172.99,499.0,Muy Alto,Muy Alto,Bajo
Progressive motivating array,2023-02-18 00:00:00+00:00,2024-01-18 00:00:00+00:00,3095113.0,-0.8136984239347642,email,B2C,referral,0.25,576624.43,334.0,Muy Alto,Muy Alto,Pérdida
Visionary client-driven pricing structure,2022-09-11 00:00:00+00:00,2024-07-29 00:00:00+00:00,467543.0,0.3728880552163116,social media,B2B,paid,0.5,641884.2,687.0,Muy Alto,Muy Alto,Bajo
Pre-emptive mission-critical matrices,2022-08-30 00:00:00+00:00,2023-11-19 00:00:00+00:00,553420.0,-0.3661976618120053,email,B2C,organic,0.9,350758.89,446.0,Muy Alto,Muy Alto,Pérdida
Triple-buffered high-level neural-net,2022-11-01 00:00:00+00:00,2024-06-05 00:00:00+00:00,8366724.0,-0.9449564130476875,social media,B2B,organic,0.0,460534.5,582.0,Muy Alto,Muy Alto,Pérdida
Managed actuating open architecture,2022-12-30 00:00:00+00:00,2023-11-02 00:00:00+00:00,6991237.0,-0.9534827699304143,email,B2C,promotion,0.24,325212.98,307.0,Muy Alto,Muy Alto,Pérdida
Visionary composite task-force,2022-10-22 00:00:00+00:00,2024-07-30 00:00:00+00:00,6820364.0,-0.8633991367616156,email,B2B,organic,0.56,931667.61,647.0,Muy Alto,Muy Alto,Pérdida
Ergonomic fresh-thinking customer loyalty,2022-08-28 00:00:00+00:00,2024-05-20 00:00:00+00:00,5384851.0,-0.8253279468642678,email,B2B,organic,0.98,940582.98,631.0,Muy Alto,Muy Alto,Pérdida
Enterprise-wide didactic instruction set,2022-11-11 00:00:00+00:00,2023-10-05 00:00:00+00:00,23393.0,7.459990167998973,social media,B2B,organic,0.73,197904.55,328.0,Bajo,Alto,Alto
Decentralized client-driven adapter,2023-01-08 00:00:00+00:00,2024-03-18 00:00:00+00:00,8516221.0,-0.9356763099501528,webinar,B2C,promotion,0.9,547794.76,435.0,Muy Alto,Muy Alto,Pérdida
Cross-platform transitional interface,2022-08-05 00:00:00+00:00,2023-09-23 00:00:00+00:00,5741253.0,-0.9058940792192923,webinar,B2C,paid,0.2,540285.9,414.0,Muy Alto,Muy Alto,Pérdida
Universal transitional moderator,2023-05-04 00:00:00+00:00,2024-07-22 00:00:00+00:00,1705121.0,-0.6642135660753694,social media,B2B,promotion,0.22,572556.5,445.0,Muy Alto,Muy Alto,Pérdida
Universal composite open system,2023-03-02 00:00:00+00:00,2024-01-13 00:00:00+00:00,2060652.0,-0.8316457655149924,webinar,B2B,organic,0.42,346919.49,317.0,Muy Alto,Muy Alto,Pérdida
Public-key human-resource product,2022-11-11 00:00:00+00:00,2024-07-23 00:00:00+00:00,1863727.0,-0.9434714150731303,podcast,B2B,paid,0.16,105353.85,620.0,Muy Alto,Alto,Pérdida
Secured background encryption,2022-09-22 00:00:00+00:00,2023-12-18 00:00:00+00:00,5785879.0,-0.8693856594650529,email,B2B,referral,0.16,755718.77,452.0,Muy Alto,Muy Alto,Pérdida
Implemented content-based contingency,2023-07-18 00:00:00+00:00,2023-09-05 00:00:00+00:00,993382.0,-0.711166671028869,email,B2C,promotion,0.35,286921.83,49.0,Muy Alto,Muy Alto,Pérdida
Open-architected responsive array,2022-12-24 00:00:00+00:00,2023-12-10 00:00:00+00:00,5573312.0,-0.9733855021933098,social media,B2C,promotion,0.31,148330.9,351.0,Muy Alto,Alto,Pérdida
Reverse-engineered client-server neural-net,2023-01-19 00:00:00+00:00,2024-02-17 00:00:00+00:00,385495.0,-0.4192472016498269,social media,B2B,promotion,0.34,223877.3,394.0,Muy Alto,Muy Alto,Pérdida
Networked upward-trending forecast,2023-07-06 00:00:00+00:00,2024-01-23 00:00:00+00:00,4318533.0,-0.7873330411044676,email,B2B,referral,0.72,918409.28,201.0,Muy Alto,Muy Alto,Pérdida
Multi-layered optimal pricing structure,2023-01-28 00:00:00+00:00,2023-11-21 00:00:00+00:00,3572811.0,-0.844176159892029,webinar,B2C,organic,0.97,556729.13,297.0,Muy Alto,Muy Alto,Pérdida
Persistent stable leverage,2023-01-15 00:00:00+00:00,2023-10-04 00:00:00+00:00,7022082.0,-0.9872226100464222,social media,B2B,paid,0.33,89723.88,262.0,Muy Alto,Medio,Pérdida
Focused stable analyzer,2023-06-28 00:00:00+00:00,2024-06-06 00:00:00+00:00,3950688.0,-0.8092946646255031,webinar,B2C,organic,0.81,753417.28,344.0,Muy Alto,Muy Alto,Pérdida
Networked exuding instruction set,2022-09-11 00:00:00+00:00,2024-02-27 00:00:00+00:00,939712.0,-0.7529752200674249,podcast,B2C,promotion,0.29,232132.15,534.0,Muy Alto,Muy Alto,Pérdida
Multi-layered intermediate conglomeration,2022-08-30 00:00:00+00:00,2024-04-17 00:00:00+00:00,5122079.0,-0.8467949713387865,webinar,B2C,referral,0.13,784728.26,596.0,Muy Alto,Muy Alto,Pérdida
Visionary 24hour circuit,2022-08-26 00:00:00+00:00,2024-06-21 00:00:00+00:00,8811395.0,-0.9400487493750989,email,B2B,paid,0.49,528254.15,665.0,Muy Alto,Muy Alto,Pérdida
Optional even-keeled functionalities,2023-01-01 00:00:00+00:00,2023-08-23 00:00:00+00:00,6282972.0,-0.9596105616895954,webinar,B2C,referral,0.62,253765.71,234.0,Muy Alto,Muy Alto,Pérdida
De-engineered systematic conglomeration,2023-05-02 00:00:00+00:00,2023-12-26 00:00:00+00:00,7935042.0,-0.9580509063468094,webinar,B2C,organic,0.57,332867.82,238.0,Muy Alto,Muy Alto,Pérdida
Extended 24hour contingency,2023-07-07 00:00:00+00:00,2023-08-18 00:00:00+00:00,6981582.0,-0.9995974393769206,podcast,B2C,organic,0.27,2810.51,42.0,Muy Alto,Muy Bajo,Pérdida
User-centric clear-thinking interface,2022-08-28 00:00:00+00:00,2024-05-27 00:00:00+00:00,292068.0,1.1514720544530725,social media,B2C,referral,0.34,628376.14,638.0,Muy Alto,Muy Alto,Medio
Programmable optimal capability,2023-06-06 00:00:00+00:00,2024-02-27 00:00:00+00:00,591600.0,-0.36409700811359025,email,B2B,organic,0.69,376200.21,266.0,Muy Alto,Muy Alto,Pérdida
Optimized zero administration approach,2023-04-07 00:00:00+00:00,2023-11-13 00:00:00+00:00,1709749.0,-0.7786530712987696,email,B2B,referral,0.82,378447.69,220.0,Muy Alto,Muy Alto,Pérdida
Robust directional complexity,2023-03-16 00:00:00+00:00,2024-07-27 00:00:00+00:00,3133031.0,-0.7380365275670747,email,B2B,organic,0.77,820739.68,499.0,Muy Alto,Muy Alto,Pérdida
Reverse-engineered 4thgeneration analyzer,2022-12-24 00:00:00+00:00,2023-11-03 00:00:00+00:00,3553913.0,-0.8369783109490863,social media,B2C,referral,0.68,579364.9,314.0,Muy Alto,Muy Alto,Pérdida
Secured incremental moratorium,2022-08-04 00:00:00+00:00,2023-08-28 00:00:00+00:00,437924.0,-0.8393616928964843,webinar,B2B,paid,0.81,70347.37,389.0,Muy Alto,Medio,Pérdida
Universal asymmetric extranet,2023-03-07 00:00:00+00:00,2024-04-30 00:00:00+00:00,802927.0,-0.9757166840821145,webinar,B2B,referral,0.25,19497.73,420.0,Muy Alto,Bajo,Pérdida
User-friendly next generation challenge,2023-01-27 00:00:00+00:00,2023-09-10 00:00:00+00:00,9331978.0,-0.9208908882982793,social media,B2B,promotion,0.57,738244.49,226.0,Muy Alto,Muy Alto,Pérdida
Vision-oriented zero tolerance hardware,2023-01-13 00:00:00+00:00,2023-12-28 00:00:00+00:00,255343.0,-0.44482930802880827,email,B2C,paid,0.99,141758.95,349.0,Muy Alto,Alto,Pérdida
Reverse-engineered static infrastructure,2023-07-16 00:00:00+00:00,2023-08-07 00:00:00+00:00,731535.0,-0.7774562392776831,email,B2C,referral,0.7,162798.55,22.0,Muy Alto,Alto,Pérdida
Managed leadingedge knowledge user,2023-03-04 00:00:00+00:00,2024-01-27 00:00:00+00:00,471475.0,0.3800383053184157,email,B2B,referral,0.12,650653.56,329.0,Muy Alto,Muy Alto,Bajo
Multi-channeled full-range framework,2023-07-01 00:00:00+00:00,2023-08-31 00:00:00+00:00,8383524.0,-0.9807112581773488,webinar,B2C,organic,0.48,161707.63,61.0,Muy Alto,Alto,Pérdida
Optional secondary website,2022-12-13 00:00:00+00:00,2023-09-12 00:00:00+00:00,176250.0,1.9345053617021277,webinar,B2B,paid,0.18,517206.57,273.0,Alto,Muy Alto,Medio
Open-source fault-tolerant open architecture,2023-06-03 00:00:00+00:00,2024-07-31 00:00:00+00:00,2982735.0,-0.895883053640367,webinar,B2C,referral,0.36,310553.26,424.0,Muy Alto,Muy Alto,Pérdida
Distributed dynamic process improvement,2022-09-17 00:00:00+00:00,2023-10-06 00:00:00+00:00,6261623.0,-0.8957790448259181,email,B2B,organic,0.7,652592.33,384.0,Muy Alto,Muy Alto,Pérdida
Triple-buffered exuding Local Area Network,2022-12-19 00:00:00+00:00,2023-11-21 00:00:00+00:00,4719625.0,-0.878626649363032,podcast,B2C,promotion,0.92,572836.7,337.0,Muy Alto,Muy Alto,Pérdida
Vision-oriented 24hour migration,2022-09-30 00:00:00+00:00,2023-12-07 00:00:00+00:00,407267.0,-0.9812493032826132,social media,B2C,organic,0.18,7636.54,433.0,Muy Alto,Muy Bajo,Pérdida
Intuitive 4thgeneration access,2022-08-16 00:00:00+00:00,2024-07-28 00:00:00+00:00,8250965.0,-0.9148688498860437,social media,B2B,referral,0.29,702414.14,712.0,Muy Alto,Muy Alto,Pérdida
Organic multi-tasking hardware,2022-11-28 00:00:00+00:00,2024-02-12 00:00:00+00:00,5041287.0,-0.9336868065634827,social media,B2B,promotion,0.27,334303.84,441.0,Muy Alto,Muy Alto,Pérdida
Switchable solution-oriented success,2023-06-13 00:00:00+00:00,2024-03-06 00:00:00+00:00,9358676.0,-0.9356759941256648,social media,B2C,organic,0.87,601987.53,267.0,Muy Alto,Muy Alto,Pérdida
Multi-channeled 5thgeneration methodology,2023-01-19 00:00:00+00:00,2024-02-28 00:00:00+00:00,74015.0,6.258990745119232,podcast,B2B,organic,0.12,537274.2,405.0,Medio,Muy Alto,Alto
Object-based scalable utilization,2023-01-29 00:00:00+00:00,2023-12-01 00:00:00+00:00,9784591.0,-0.8992721412678363,webinar,B2B,paid,0.63,985580.9,306.0,Muy Alto,Muy Alto,Pérdida
Operative tangible firmware,2023-04-19 00:00:00+00:00,2024-06-25 00:00:00+00:00,775554.0,-0.20901923012453028,email,B2C,organic,0.21,613448.3,433.0,Muy Alto,Muy Alto,Pérdida
Up-sized user-facing secured line,2022-10-02 00:00:00+00:00,2023-10-29 00:00:00+00:00,1116871.0,-0.7514937624846558,social media,B2C,promotion,0.2,277549.41,392.0,Muy Alto,Muy Alto,Pérdida
Upgradable transitional data-warehouse,2023-06-29 00:00:00+00:00,2023-12-13 00:00:00+00:00,3367546.0,-0.8342109922180722,social media,B2C,referral,0.67,558302.11,167.0,Muy Alto,Muy Alto,Pérdida
User-friendly client-driven service-desk,2023-01-06 00:00:00+00:00,2023-12-11 00:00:00+00:00,3680058.0,-0.9439570082862825,Unknown,B2C,promotion,0.52,206241.46,339.0,Muy Alto,Muy Alto,Pérdida
NEW CAMPAIGN - Missing Budget,2023-10-01 00:00:00+00:00,2024-01-15 00:00:00+00:00,3367546.0,-0.9866371535830543,email,B2B,organic,0.4,45000.0,106.0,Muy Alto,Bajo,Pérdida
Duplicate Campaign,2023-04-01 00:00:00+00:00,2024-02-23 00:00:00+00:00,80823.0,7.779598381648788,email,B2B,organic,0.4,709593.48,328.0,Medio,Muy Alto,Alto
Outlier Budget,2023-07-01 00:00:00+00:00,2024-03-01 00:00:00+00:00,9999999.0,-0.9949999995,email,B2B,promotion,0.2,50000.0,244.0,Muy Alto,Bajo,Pérdida
Cloud-based scalable solution,2023-01-01 00:00:00+00:00,2023-12-31 00:00:00+00:00,50000.0,1.4,event,B2C,paid,0.3,120000.0,364.0,Bajo,Alto,Medio
Broken-date campaign,2023-01-02 00:00:00+00:00,2024-01-01 00:00:00+00:00,25000.0,2.5,email,B2B,organic,0.49399999999999994,87500.0,364.0,Bajo,Medio,Medio
Negative ROI test,2022-10-10 00:00:00+00:00,2023-05-05 00:00:00+00:00,-10000.0,-42.9718388,podcast,B2C,referral,0.1,419718.388,207.0,,Muy Alto,Pérdida
Future campaign,2025-01-01 00:00:00+00:00,2025-06-01 00:00:00+00:00,75000.0,1.6666666666666667,webinar,B2C,promotion,0.65,200000.0,151.0,Medio,Alto,Medio
